"","Name","pitch_type","p_throws","hitter","Pitches","Speed","Spin Rate","X Movement","Z Movement","Whiff Prop","Strike Prop","Barrel Prop"
"319","Adrian Houser","SI","R","R",546,93.7822344322344,2072.51743119266,-1.36250915750916,0.693681318681319,0.0604395604395606,0.245421245421245,0.0164835164835165
"320","Adrian Houser","SL","R","R",217,85.0857142857143,2272.94930875576,0.506451612903226,0.133133640552995,0.0967741935483871,0.28110599078341,0.00921658986175116
"321","Joe Musgrove","CH","R","L",163,86.4503067484663,1965.8036809816,-0.950245398773006,0.322147239263804,0.116564417177914,0.147239263803681,0
"322","Joe Musgrove","CU","R","L",345,81.3672463768116,2721.18550724638,0.815246376811594,-1.16223188405797,0.133333333333333,0.315942028985507,0.00579710144927536
"323","Joe Musgrove","CU","R","R",191,81.2884816753927,2725.30366492147,0.775130890052356,-1.12256544502618,0.06282722513089,0.382198952879581,0.00523560209424084
"324","Joe Musgrove","FC","R","L",366,90.1355191256831,2574.33879781421,0.128251366120219,0.754781420765027,0.0628415300546448,0.311475409836066,0.00819672131147547
"325","Joe Musgrove","FC","R","R",186,90.0290322580645,2594.73655913978,0.130268817204301,0.770806451612903,0.0537634408602151,0.311827956989247,0.032258064516129
"326","Joe Musgrove","FF","R","L",407,92.9523341523341,2554.27027027027,-0.331695331695332,1.11363636363636,0.090909090909091,0.329238329238329,0.0122850122850123
"327","Joe Musgrove","FF","R","R",272,92.910294117647,2566.80882352941,-0.367389705882353,1.11466911764706,0.102941176470588,0.356617647058824,0.0183823529411765
"328","Joe Musgrove","SI","R","R",187,92.3566844919786,2433.14438502674,-1.04299465240642,0.759358288770054,0.0320855614973262,0.245989304812834,0.0213903743315508
"329","Joe Musgrove","SL","R","L",311,82.7951768488746,2692.1382636656,1.03353697749196,-0.128199356913183,0.12540192926045,0.356913183279743,0.00964630225080386
"330","Joe Musgrove","SL","R","R",385,83.0028571428571,2731.87792207792,1.0772987012987,-0.171194805194805,0.176623376623377,0.32987012987013,0.0155844155844157
"331","Aaron Nola","CH","R","L",253,86.0632411067194,1481.96442687747,-1.27482213438735,0.273715415019763,0.138339920948617,0.241106719367589,0.00395256916996048
"332","Aaron Nola","CH","R","R",195,85.7241025641026,1482.65128205128,-1.26210256410256,0.300923076923077,0.153846153846154,0.230769230769231,0.0153846153846154
"333","Aaron Nola","FC","R","R",146,86.6986301369863,2224.50684931507,0.089041095890411,0.566643835616438,0.191780821917808,0.301369863013699,0.0273972602739726
"334","Aaron Nola","FF","R","L",551,92.7506352087114,2297.44283121597,-1.07529945553539,1.27355716878403,0.101633393829401,0.308529945553539,0.0127041742286751
"335","Aaron Nola","FF","R","R",464,92.7551724137931,2320.17456896552,-1.10306034482759,1.29900862068966,0.0926724137931034,0.379310344827586,0.019396551724138
"336","Aaron Nola","KC","R","L",383,78.3485639686684,2572.7545691906,1.21469973890339,-0.895430809399478,0.16710182767624,0.428198433420366,0.00522193211488248
"337","Aaron Nola","KC","R","R",423,78.7536643026005,2604.16075650118,1.18706855791962,-0.906666666666667,0.203309692671395,0.359338061465721,0.0141843971631206
"338","Aaron Nola","SI","R","L",250,92.0428,2192.912,-1.40184,0.80788,0.032,0.328,0.016
"339","Aaron Nola","SI","R","R",322,92.283850931677,2202.95652173913,-1.42481366459627,0.812795031055901,0.0434782608695652,0.381987577639751,0.00931677018633539
"340","Blake Snell","CH","L","R",118,87.1,1898.74358974359,1.14161016949153,0.839491525423729,0.177966101694915,0.245762711864407,0.00847457627118645
"341","Blake Snell","CU","L","R",292,81.3948630136986,2289.65068493151,-1.01027397260274,-0.783184931506849,0.106164383561644,0.325342465753425,0.0102739726027397
"342","Blake Snell","FF","L","L",247,95.9206477732794,2430.16599190283,0.418744939271255,1.54805668016194,0.0809716599190283,0.319838056680162,0.00404858299595141
